Begin Time - hh:mm:ss.ms	Begin Time - ss.msec	End Time - hh:mm:ss.ms	End Time - ss.msec	Duration - hh:mm:ss.ms	Duration - ss.msec	R Reim	Tg1a Kapitel	Ms1 Seite	Lemma	M2c Flexion Beleg 2	S2 Stammbaum	Ms2 Zeile	Tg2b Halbvers	Standard W	M1a DDDTS Lemma	S1a Satz	Sprache	Übersetzung	Tg3a Capitulum	M2b Flexion Beleg 1	Ts1 Seite Ed.2	Ts1 Seite Ed.1	Tg Kommentar	Ts1 Seite Ed.3	R Kommentar	Tg1b Unterkapitel	S1b Hierarchie	Referenz	Tg3b Section	Ts2 Zeile Ed.1	Referenztext R	Manuskript W	Ts2 Zeile Ed.2	Ts2 Zeile Ed.3	Tg3c Canon	M1b DDDTS Beleg	M2a Flexion Lemma	Referenztext W	Manuskript R	Lemmanachweis	Tg2a Vers	Identifizierer	File Path
00:02:26.200	146.2	00:02:27.000	147.0	00:00:00.800	0.8		I		daʒ					daʒ	KO	CF_I_Adv_Fin	goh	dass, damit				3						::1150		17		Daz				KOUS		Daz				::1150	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:27.000	147.0	00:02:27.600	147.6	00:00:00.600	0.6		I		ir	pl_nom_2				ir	PPER	CF_I_Adv_Fin	goh	ihr				3						::1160		17		ir				PPER		ir				::1160	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:27.600	147.6	00:02:28.400	148.4	00:00:00.800	0.8		I		ouh					ouh	ADV	CF_I_Adv_Fin	goh	auch				3						::1170		17		auh				ADV		auh				::1170	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:28.400	148.4	00:02:29.400	149.4	00:00:01.000	1.0		I		wiʒʒan	ind_pres_pl_2				wiʒʒut	VV	CF_I_Adv_Fin	goh	wissen		prpr		3						::1180		17		uuiz it				VVFIN	prpr	uuiz it				::1180	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:29.400	149.4	00:02:30.000	150.0	00:00:00.600	0.6		I		wiʒʒan	ind_pres_pl_2				wiʒʒut	VV	CF_I_Adv_Fin	goh	wissen		prpr		3						::1190		17		uuiz it				VVFIN	prpr	uuiz it				::1190	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:30.400	150.4	00:02:31.400	151.4	00:00:01.000	1.0		I		daʒ					daʒ	KO	CF_I_O 	goh	dass				3						::1200		17		dhaz				KOUS		dhaz				::1200	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:31.400	151.4	00:02:32.800	152.8	00:00:01.400	1.4		I		man	sg_gen				mannes	NA	CF_I_O 	goh	Mann, Mensch		a_masc		3						::1210		17		mannes				NA	c,a_masc	mannes				::1210	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:32.800	152.8	00:02:33.800	153.8	00:00:01.000	1.0		I		sun	sg_nom				sunu	NA	CF_I_O 	goh	Sohn		u_masc		3						::1220		17		sunu				NA	u,i_masc	sunu				::1220	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:34.200	154.2	00:02:35.400	155.4	00:00:01.200	1.2		I		haben	ind_pres_sg_3				habēt	VA	CF_I_O 	goh	haben		wk3		3						::1230		18		habet				VAFIN	wk3	habet				::1230	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:35.400	155.4	00:02:37.000	157.0	00:00:01.600	1.6		I		giwalt	sg_acc				giwalt	NA	CF_I_O 	goh	Gewalt		a_masc		3						::1240		18		gauualt				NA	a_masc	gauualt				::1240	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
